"year","state","species","value_imputed_gdp_adjusted","nmfs_region"
1999,"Delaware","CLAMS, QUAHOG, MERCENARIA **",281713.33,"Mid Atlantic"
1999,"Delaware","CONCHS, TRUE **",432962.41,"Mid Atlantic"
1999,"Delaware","CRAB, ATLANTIC ROCK",23.59,"Mid Atlantic"
1999,"Delaware","CRAB, BLUE",6028338.31,"Mid Atlantic"
1999,"Delaware","CRAB, HORSESHOE",485419.94,"Mid Atlantic"
1999,"Delaware","CROAKER, ATLANTIC",6417.11,"Mid Atlantic"
1999,"Delaware","CRUSTACEANS **",39175.06,"Mid Atlantic"
1999,"Delaware","DOLPHINFISH",1614.76,"Mid Atlantic"
1999,"Delaware","DOLPHINFISH **",1614.76,"Mid Atlantic"
1999,"Delaware","DRUM, BLACK",137.62,"Mid Atlantic"
1999,"Delaware","EEL, AMERICAN",238999.42,"Mid Atlantic"
1999,"Delaware","EEL, CONGER",1454.86,"Mid Atlantic"
1999,"Delaware","FLOUNDER, SUMMER",20960.47,"Mid Atlantic"
1999,"Delaware","HAKES, RED AND WHITE **",158.59,"Mid Atlantic"
1999,"Delaware","HARVESTFISHES **",425.97,"Mid Atlantic"
1999,"Delaware","KINGFISHES **",229.37,"Mid Atlantic"
1999,"Delaware","MACKEREL, ATLANTIC",137.62,"Mid Atlantic"
1999,"Delaware","MENHADENS **",9219.36,"Mid Atlantic"
1999,"Delaware","MULLET, STRIPED",1.31,"Mid Atlantic"
1999,"Delaware","PERCH, WHITE",43720.51,"Mid Atlantic"
1999,"Delaware","POUT, OCEAN",17.04,"Mid Atlantic"
1999,"Delaware","SHAD, AMERICAN",167349.53,"Mid Atlantic"
1999,"Delaware","SHAD, GIZZARD",238.54,"Mid Atlantic"
1999,"Delaware","SHARKS, CHONDRICHTHYES (CLASS) **",103.54,"Mid Atlantic"
1999,"Delaware","SHARKS, DOGFISH **",720.88,"Mid Atlantic"
1999,"Delaware","SPOT",31468.23,"Mid Atlantic"
1999,"Delaware","TAUTOG",1407.68,"Mid Atlantic"
1999,"Delaware","TOADFISHES, BATRACHOIDIDAE (FAMILY) **",6604.54,"Mid Atlantic"
1999,"Delaware","TRIGGERFISHES **",38.01,"Mid Atlantic"
1999,"Delaware","TUNA, YELLOWFIN",1646.22,"Mid Atlantic"
1999,"Delaware","TUNAS **",23167.66,"Mid Atlantic"
1999,"Delaware","TURTLES, SNAPPING",11621.84,"Mid Atlantic"
1999,"Delaware","VERTEBRATES, JAWED",239698.02,"Mid Atlantic"
1999,"Delaware","WEAKFISH",461212.91,"Mid Atlantic"
1999,"Delaware","WINDOWPANE",230.68,"Mid Atlantic"
1999,"Maine","ALEWIFE",119679.93,"N. New England"
1999,"Maine","BLUEFISH",14.42,"N. New England"
1999,"Maine","CLAM, QUAHOG, OCEAN",3422208.24,"N. New England"
1999,"Maine","CLAM, RAZOR, ATLANTIC",550.49,"N. New England"
1999,"Maine","CLAM, SOFT",13716591.96,"N. New England"
1999,"Maine","CLAM, SURF, ATLANTIC",32451.24,"N. New England"
1999,"Maine","CLAMS, QUAHOG, MERCENARIA **",19302.45,"N. New England"
1999,"Maine","COD, ATLANTIC",2426966.03,"N. New England"
1999,"Maine","CRAB, ATLANTIC ROCK",1191975.99,"N. New England"
1999,"Maine","CRAB, JONAH",28580.79,"N. New England"
1999,"Maine","CRAB, RED DEEPSEA",694109.78,"N. New England"
1999,"Maine","CRABS, DECAPODA (ORDER) **",27807.49,"N. New England"
1999,"Maine","CRUSTACEANS **",53642.39,"N. New England"
1999,"Maine","CUCUMBERS, SEA **",644074.39,"N. New England"
1999,"Maine","CUNNER",1.31,"N. New England"
1999,"Maine","CUSK",274428.54,"N. New England"
1999,"Maine","EEL, AMERICAN",369725.8,"N. New England"
1999,"Maine","FLATFISHES **",7.86,"N. New England"
1999,"Maine","FLOUNDER, AMERICAN PLAICE",4932581,"N. New England"
1999,"Maine","FLOUNDER, SUMMER",21942.17,"N. New England"
1999,"Maine","FLOUNDER, WINTER",12860.44,"N. New England"
1999,"Maine","FLOUNDER, WITCH",3634620.43,"N. New England"
1999,"Maine","FLOUNDER, YELLOWTAIL",37306.02,"N. New England"
1999,"Maine","GOOSEFISH",6824775.87,"N. New England"
1999,"Maine","HADDOCK",2784346.49,"N. New England"
1999,"Maine","HAGFISHES **",990861.91,"N. New England"
1999,"Maine","HAKE, RED",15.73,"N. New England"
1999,"Maine","HAKE, SILVER",65217.05,"N. New England"
1999,"Maine","HAKE, WHITE",2971529.31,"N. New England"
1999,"Maine","HAKES, RED AND WHITE **",66.84,"N. New England"
1999,"Maine","HALIBUT, ATLANTIC",64410.98,"N. New England"
1999,"Maine","HALIBUT, GREENLAND",26.21,"N. New England"
1999,"Maine","HARVESTFISHES **",175.63,"N. New England"
1999,"Maine","HERRING, ATLANTIC",10105732.93,"N. New England"
1999,"Maine","LOBSTER, AMERICAN",241970838.58,"N. New England"
1999,"Maine","MACKEREL, ATLANTIC",5326.62,"N. New England"
1999,"Maine","MUSSEL, SEA",901717,"N. New England"
1999,"Maine","OYSTER, EASTERN",121442.8,"N. New England"
1999,"Maine","OYSTER, EDIBLE",124589.76,"N. New England"
1999,"Maine","PERIWINKLES, ATLANTIC **",324002.57,"N. New England"
1999,"Maine","POLLOCK",4077715.74,"N. New England"
1999,"Maine","POLYCHAETE, BLOODWORMS",3784954.65,"N. New England"
1999,"Maine","POLYCHAETE, SANDWORMS **",1400229.37,"N. New England"
1999,"Maine","RAVEN, SEA",144.18,"N. New England"
1999,"Maine","REDFISH, ACADIAN",292171.28,"N. New England"
1999,"Maine","SCALLOP, SEA",5734124.99,"N. New England"
1999,"Maine","SEAWEED",185771.21,"N. New England"
1999,"Maine","SHAD, AMERICAN",68.16,"N. New England"
1999,"Maine","SHARK, DOGFISH, SPINY",11072.66,"N. New England"
1999,"Maine","SHARK, PORBEAGLE",132.38,"N. New England"
1999,"Maine","SHARKS **",1618.7,"N. New England"
1999,"Maine","SHARKS, CHONDRICHTHYES (CLASS) **",24187.38,"N. New England"
1999,"Maine","SHRIMPS, PENAEOID **",4139446.37,"N. New England"
1999,"Maine","SKATES, RAJIDAE (FAMILY) **",137574.71,"N. New England"
1999,"Maine","SMELT, RAINBOW",175.63,"N. New England"
1999,"Maine","SQUID, LONGFIN LOLIGO",28101.08,"N. New England"
1999,"Maine","SQUID, SHORTFIN ILLEX",3451.03,"N. New England"
1999,"Maine","TILEFISHES **",20278.91,"N. New England"
1999,"Maine","TUNA, BLUEFIN",2257624.25,"N. New England"
1999,"Maine","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",26607085.56,"N. New England"
1999,"Maine","VERTEBRATES, JAWED",820.49,"N. New England"
1999,"Maine","WINDOWPANE",79.95,"N. New England"
1999,"Maine","WOLFFISH, ATLANTIC",80461.62,"N. New England"
1999,"Maine","WRECKFISH",41.94,"N. New England"
1999,"Maryland","ALEWIFE",12312.57,"Mid Atlantic"
1999,"Maryland","AMBERJACKS **",56.36,"Mid Atlantic"
1999,"Maryland","ANCHOVIES **",32.77,"Mid Atlantic"
1999,"Maryland","BASS, BLACK SEA",893109.73,"Mid Atlantic"
1999,"Maryland","BASS, STRIPED",5093559.3,"Mid Atlantic"
1999,"Maryland","BLUEFISH",58776.34,"Mid Atlantic"
1999,"Maryland","CARP, COMMON",36033.34,"Mid Atlantic"
1999,"Maryland","CATFISHES, FORKTAIL **",45661.63,"Mid Atlantic"
1999,"Maryland","CATFISHES-BULLHEADS, OTHER **",1010240.38,"Mid Atlantic"
1999,"Maryland","CLAM, SOFT",1328641.08,"Mid Atlantic"
1999,"Maryland","CLAMS **",4318126.77,"Mid Atlantic"
1999,"Maryland","CLAMS, QUAHOG, MERCENARIA **",1196600.08,"Mid Atlantic"
1999,"Maryland","COD, ATLANTIC",24.9,"Mid Atlantic"
1999,"Maryland","CONCHS, TRUE **",230690.99,"Mid Atlantic"
1999,"Maryland","CRAB, ATLANTIC ROCK",736.6,"Mid Atlantic"
1999,"Maryland","CRAB, BLUE",50931469.54,"Mid Atlantic"
1999,"Maryland","CRAB, HORSESHOE",140142.34,"Mid Atlantic"
1999,"Maryland","CRABS, DECAPODA (ORDER) **",1920.15,"Mid Atlantic"
1999,"Maryland","CRAPPIES **",5765.7,"Mid Atlantic"
1999,"Maryland","CROAKER, ATLANTIC",631794.59,"Mid Atlantic"
1999,"Maryland","CRUSTACEANS **",223310.53,"Mid Atlantic"
1999,"Maryland","DEALFISH",41.94,"Mid Atlantic"
1999,"Maryland","DOLPHINFISH",18990.51,"Mid Atlantic"
1999,"Maryland","DOLPHINFISH **",18990.51,"Mid Atlantic"
1999,"Maryland","DRUM, BLACK",804.76,"Mid Atlantic"
1999,"Maryland","DRUM, RED",684.18,"Mid Atlantic"
1999,"Maryland","EEL, AMERICAN",631234.93,"Mid Atlantic"
1999,"Maryland","FLATFISHES **",530780.12,"Mid Atlantic"
1999,"Maryland","FLOUNDER, WINTER",3930.74,"Mid Atlantic"
1999,"Maryland","FLOUNDER, WITCH",334.22,"Mid Atlantic"
1999,"Maryland","HAKE, RED",1167.82,"Mid Atlantic"
1999,"Maryland","HAKE, SILVER",638.3,"Mid Atlantic"
1999,"Maryland","HAKE, WHITE",6.55,"Mid Atlantic"
1999,"Maryland","HAKES, RED AND WHITE **",1638.36,"Mid Atlantic"
1999,"Maryland","HERRING, ATLANTIC",4297.74,"Mid Atlantic"
1999,"Maryland","HERRING, BLUEBACK",4701.43,"Mid Atlantic"
1999,"Maryland","JACK, CREVALLE",751.02,"Mid Atlantic"
1999,"Maryland","KINGFISHES **",1.31,"Mid Atlantic"
1999,"Maryland","MACKEREL, FRIGATE",7.86,"Mid Atlantic"
1999,"Maryland","MACKEREL, KING AND CERO **",546.56,"Mid Atlantic"
1999,"Maryland","MACKEREL, SPANISH",27205.88,"Mid Atlantic"
1999,"Maryland","MARLIN, WHITE",393.21,"Mid Atlantic"
1999,"Maryland","MENHADENS **",607480.08,"Mid Atlantic"
1999,"Maryland","MULLET, STRIPED",643.55,"Mid Atlantic"
1999,"Maryland","OPAH",58.98,"Mid Atlantic"
1999,"Maryland","OYSTER, EASTERN",9320893.62,"Mid Atlantic"
1999,"Maryland","PERCH, SAND",141.55,"Mid Atlantic"
1999,"Maryland","PERCH, WHITE",999777.18,"Mid Atlantic"
1999,"Maryland","PERCH, YELLOW",430647.74,"Mid Atlantic"
1999,"Maryland","POLLOCK",6.55,"Mid Atlantic"
1999,"Maryland","POMPANO, FLORIDA",7.86,"Mid Atlantic"
1999,"Maryland","PORGIES **",651.41,"Mid Atlantic"
1999,"Maryland","POUT, OCEAN",90.44,"Mid Atlantic"
1999,"Maryland","PUFFER, NORTHERN",817.87,"Mid Atlantic"
1999,"Maryland","REDFISH, ACADIAN",11.8,"Mid Atlantic"
1999,"Maryland","SCALLOP, SEA",31778.86,"Mid Atlantic"
1999,"Maryland","SEATROUT, SPOTTED",42289.24,"Mid Atlantic"
1999,"Maryland","SHAD, AMERICAN",34722.66,"Mid Atlantic"
1999,"Maryland","SHAD, GIZZARD",1179403.9,"Mid Atlantic"
1999,"Maryland","SHAD, HICKORY",520.34,"Mid Atlantic"
1999,"Maryland","SHARK, BLACKTIP",608.16,"Mid Atlantic"
1999,"Maryland","SHARK, BULL",61.6,"Mid Atlantic"
1999,"Maryland","SHARK, DOGFISH, SMOOTH",18307.64,"Mid Atlantic"
1999,"Maryland","SHARK, DOGFISH, SPINY",455423.61,"Mid Atlantic"
1999,"Maryland","SHARK, DUSKY",272.62,"Mid Atlantic"
1999,"Maryland","SHARK, FINETOOTH",14.42,"Mid Atlantic"
1999,"Maryland","SHARK, SANDBAR",584.57,"Mid Atlantic"
1999,"Maryland","SHARK, SHARPNOSE, ATLANTIC",5.24,"Mid Atlantic"
1999,"Maryland","SHARK, THRESHER",884.71,"Mid Atlantic"
1999,"Maryland","SHARKS **",838.84,"Mid Atlantic"
1999,"Maryland","SHARKS, CHONDRICHTHYES (CLASS) **",310.63,"Mid Atlantic"
1999,"Maryland","SHARKS, DOGFISH **",6310.95,"Mid Atlantic"
1999,"Maryland","SHARKS, MAKO **",29466.81,"Mid Atlantic"
1999,"Maryland","SHEEPSHEAD",38.01,"Mid Atlantic"
1999,"Maryland","SKATES, RAJIDAE (FAMILY) **",45683.92,"Mid Atlantic"
1999,"Maryland","SPADEFISH",10861.64,"Mid Atlantic"
1999,"Maryland","SPOT",134537.85,"Mid Atlantic"
1999,"Maryland","SQUID, LONGFIN LOLIGO",76488.94,"Mid Atlantic"
1999,"Maryland","SQUIDS, LOLIGINIDAE **",29354.09,"Mid Atlantic"
1999,"Maryland","STURGEONS **",23.59,"Mid Atlantic"
1999,"Maryland","SUCKERS **",26.21,"Mid Atlantic"
1999,"Maryland","SUNFISHES **",484.95,"Mid Atlantic"
1999,"Maryland","SWORDFISH",400298.84,"Mid Atlantic"
1999,"Maryland","TAUTOG",10366.21,"Mid Atlantic"
1999,"Maryland","TERRAPIN, DIAMONDBACK",6.55,"Mid Atlantic"
1999,"Maryland","TUNA, ALBACORE",17704.73,"Mid Atlantic"
1999,"Maryland","TUNA, BIGEYE",272748.24,"Mid Atlantic"
1999,"Maryland","TUNA, BLACKFIN",65.53,"Mid Atlantic"
1999,"Maryland","TUNA, LITTLE TUNNY",96.99,"Mid Atlantic"
1999,"Maryland","TUNA, SKIPJACK",530.83,"Mid Atlantic"
1999,"Maryland","TUNA, YELLOWFIN",142453.08,"Mid Atlantic"
1999,"Maryland","TUNAS **",28705.31,"Mid Atlantic"
1999,"Maryland","TURTLES, SNAPPING",4917.69,"Mid Atlantic"
1999,"Maryland","VERTEBRATES, JAWED",580342.35,"Mid Atlantic"
1999,"Maryland","WAHOO",669.76,"Mid Atlantic"
1999,"Maryland","WEAKFISH",170424.4,"Mid Atlantic"
1999,"Massachusetts","AMBERJACKS **",19.66,"S. New England"
1999,"Massachusetts","BASS, BLACK SEA",1256183.81,"S. New England"
1999,"Massachusetts","BASS, STRIPED",1568694.3,"S. New England"
1999,"Massachusetts","BLUEFISH",224100.87,"S. New England"
1999,"Massachusetts","BONITO, ATLANTIC",47627.66,"S. New England"
1999,"Massachusetts","CLAM, QUAHOG, OCEAN",9050107.48,"S. New England"
1999,"Massachusetts","CLAM, SURF, ATLANTIC",856345.02,"S. New England"
1999,"Massachusetts","COD, ATLANTIC",27346083.67,"S. New England"
1999,"Massachusetts","CONCHS, TRUE **",499846.65,"S. New England"
1999,"Massachusetts","CRAB, ATLANTIC ROCK",64513.21,"S. New England"
1999,"Massachusetts","CRAB, HORSESHOE",10392.42,"S. New England"
1999,"Massachusetts","CRAB, JONAH",1182381.78,"S. New England"
1999,"Massachusetts","CRABS, CANCER (GENUS) **",31.46,"S. New England"
1999,"Massachusetts","CRABS, DECAPODA (ORDER) **",2148311.84,"S. New England"
1999,"Massachusetts","CUNNER",211.02,"S. New England"
1999,"Massachusetts","CUSK",181666.14,"S. New England"
1999,"Massachusetts","DOLPHINFISH",2284.52,"S. New England"
1999,"Massachusetts","DOLPHINFISH **",2284.52,"S. New England"
1999,"Massachusetts","DORY, BUCKLER",968.6,"S. New England"
1999,"Massachusetts","EEL, AMERICAN",238.54,"S. New England"
1999,"Massachusetts","EEL, CONGER",1987,"S. New England"
1999,"Massachusetts","FLATFISHES **",1988.31,"S. New England"
1999,"Massachusetts","FLOUNDER, AMERICAN PLAICE",5530857.45,"S. New England"
1999,"Massachusetts","FLOUNDER, SUMMER",2141487.1,"S. New England"
1999,"Massachusetts","FLOUNDER, WINTER",12628319.96,"S. New England"
1999,"Massachusetts","FLOUNDER, WITCH",4470716.68,"S. New England"
1999,"Massachusetts","FLOUNDER, YELLOWTAIL",11128545.4,"S. New England"
1999,"Massachusetts","GOOSEFISH",28634037.17,"S. New England"
1999,"Massachusetts","GROUPERS, SERRANIDAE (FAMILY) **",47.18,"S. New England"
1999,"Massachusetts","HADDOCK",8530152.3,"S. New England"
1999,"Massachusetts","HAGFISHES **",875289.66,"S. New England"
1999,"Massachusetts","HAKE, OFFSHORE",14970.64,"S. New England"
1999,"Massachusetts","HAKE, RED",175798.21,"S. New England"
1999,"Massachusetts","HAKE, SILVER",3424631.7,"S. New England"
1999,"Massachusetts","HAKE, WHITE",2021685.28,"S. New England"
1999,"Massachusetts","HALIBUT, ATLANTIC",31394.83,"S. New England"
1999,"Massachusetts","HALIBUT, GREENLAND",1.31,"S. New England"
1999,"Massachusetts","HARVESTFISHES **",105757.84,"S. New England"
1999,"Massachusetts","HERRING, ATLANTIC",1651758.94,"S. New England"
1999,"Massachusetts","KINGFISHES **",145.49,"S. New England"
1999,"Massachusetts","LOBSTER, AMERICAN",87514030.88,"S. New England"
1999,"Massachusetts","LUMPFISH",36.7,"S. New England"
1999,"Massachusetts","MACKEREL, ATLANTIC",433706.88,"S. New England"
1999,"Massachusetts","MACKEREL, KING AND CERO **",621.26,"S. New England"
1999,"Massachusetts","MACKEREL, SPANISH",4629.34,"S. New England"
1999,"Massachusetts","MENHADENS **",47404.84,"S. New England"
1999,"Massachusetts","OPAH",201.85,"S. New England"
1999,"Massachusetts","PERCH, WHITE",1414.23,"S. New England"
1999,"Massachusetts","PERIWINKLES, ATLANTIC **",1.31,"S. New England"
1999,"Massachusetts","POLLOCK",5016454.34,"S. New England"
1999,"Massachusetts","PORGIES **",1014222.24,"S. New England"
1999,"Massachusetts","POUT, OCEAN",2791.76,"S. New England"
1999,"Massachusetts","RAVEN, SEA",305.39,"S. New England"
1999,"Massachusetts","REDFISH, ACADIAN",223978.98,"S. New England"
1999,"Massachusetts","SCALLOP, SEA",92043645.8,"S. New England"
1999,"Massachusetts","SEAROBINS **",2.62,"S. New England"
1999,"Massachusetts","SHAD, AMERICAN",36.7,"S. New England"
1999,"Massachusetts","SHARK, DOGFISH, SPINY",3034151.2,"S. New England"
1999,"Massachusetts","SHARK, MAKO, LONGFIN",173.01,"S. New England"
1999,"Massachusetts","SHARK, MAKO, SHORTFIN",27057.77,"S. New England"
1999,"Massachusetts","SHARK, PORBEAGLE",2823.21,"S. New England"
1999,"Massachusetts","SHARK, THRESHER",6.55,"S. New England"
1999,"Massachusetts","SHARKS **",2.62,"S. New England"
1999,"Massachusetts","SHARKS, CHONDRICHTHYES (CLASS) **",6397.45,"S. New England"
1999,"Massachusetts","SHARKS, MAKO **",193.98,"S. New England"
1999,"Massachusetts","SHEEPSHEAD",65.53,"S. New England"
1999,"Massachusetts","SHRIMPS, PENAEOID **",86484.22,"S. New England"
1999,"Massachusetts","SILVERSIDES, ATHERINIDAE (FAMILY) **",5.24,"S. New England"
1999,"Massachusetts","SKATES, RAJIDAE (FAMILY) **",2394881.78,"S. New England"
1999,"Massachusetts","SMELTS, HERRING **",36.7,"S. New England"
1999,"Massachusetts","SQUID, LONGFIN LOLIGO",2778929.43,"S. New England"
1999,"Massachusetts","SQUID, SHORTFIN ILLEX",404801.04,"S. New England"
1999,"Massachusetts","SQUIDS, LOLIGINIDAE **",92765.02,"S. New England"
1999,"Massachusetts","SWORDFISH",3546358.92,"S. New England"
1999,"Massachusetts","TAUTOG",184973,"S. New England"
1999,"Massachusetts","TILEFISHES **",11246.99,"S. New England"
1999,"Massachusetts","TRIGGERFISHES **",351.26,"S. New England"
1999,"Massachusetts","TUNA, ALBACORE",3727.59,"S. New England"
1999,"Massachusetts","TUNA, BIGEYE",257577.07,"S. New England"
1999,"Massachusetts","TUNA, BLUEFIN",15442204.05,"S. New England"
1999,"Massachusetts","TUNA, LITTLE TUNNY",2200.64,"S. New England"
1999,"Massachusetts","TUNA, YELLOWFIN",56839.15,"S. New England"
1999,"Massachusetts","TUNAS **",4287.25,"S. New England"
1999,"Massachusetts","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",383562.7,"S. New England"
1999,"Massachusetts","VERTEBRATES, JAWED",4375.07,"S. New England"
1999,"Massachusetts","WAHOO",62.91,"S. New England"
1999,"Massachusetts","WEAKFISH",2609.57,"S. New England"
1999,"Massachusetts","WINDOWPANE",45778.28,"S. New England"
1999,"Massachusetts","WOLFFISH, ATLANTIC",217312.83,"S. New England"
1999,"New Hampshire","BASS, STRIPED",106.17,"N. New England"
1999,"New Hampshire","BLUEFISH",6949.25,"N. New England"
1999,"New Hampshire","COD, ATLANTIC",516598.51,"N. New England"
1999,"New Hampshire","CONCHS, TRUE **",825.73,"N. New England"
1999,"New Hampshire","CRAB, JONAH",158834.01,"N. New England"
1999,"New Hampshire","CRABS, DECAPODA (ORDER) **",326664.57,"N. New England"
1999,"New Hampshire","CRUSTACEANS **",594711.39,"N. New England"
1999,"New Hampshire","CUNNER",14.42,"N. New England"
1999,"New Hampshire","CUSK",37324.37,"N. New England"
1999,"New Hampshire","FLOUNDER, AMERICAN PLAICE",262800.15,"N. New England"
1999,"New Hampshire","FLOUNDER, WINTER",20668.19,"N. New England"
1999,"New Hampshire","FLOUNDER, WITCH",77734.09,"N. New England"
1999,"New Hampshire","FLOUNDER, YELLOWTAIL",121393,"N. New England"
1999,"New Hampshire","GOOSEFISH",2246538.48,"N. New England"
1999,"New Hampshire","HADDOCK",135676.84,"N. New England"
1999,"New Hampshire","HAKE, RED",131.07,"N. New England"
1999,"New Hampshire","HAKE, SILVER",141055.89,"N. New England"
1999,"New Hampshire","HAKE, WHITE",576138.99,"N. New England"
1999,"New Hampshire","HAKES, RED AND WHITE **",3329.14,"N. New England"
1999,"New Hampshire","HALIBUT, ATLANTIC",5936.09,"N. New England"
1999,"New Hampshire","HARVESTFISHES **",621.26,"N. New England"
1999,"New Hampshire","HERRING, ATLANTIC",194345.71,"N. New England"
1999,"New Hampshire","LOBSTER, AMERICAN",7753458.9,"N. New England"
1999,"New Hampshire","MACKEREL, ATLANTIC",11286.31,"N. New England"
1999,"New Hampshire","POLLOCK",1874212.28,"N. New England"
1999,"New Hampshire","POUT, OCEAN",31.46,"N. New England"
1999,"New Hampshire","RAVEN, SEA",14.42,"N. New England"
1999,"New Hampshire","REDFISH, ACADIAN",26757.63,"N. New England"
1999,"New Hampshire","SHAD, AMERICAN",694.66,"N. New England"
1999,"New Hampshire","SHARK, DOGFISH, SPINY",268350.9,"N. New England"
1999,"New Hampshire","SHARK, PORBEAGLE",2374.96,"N. New England"
1999,"New Hampshire","SHARKS, CHONDRICHTHYES (CLASS) **",741.85,"N. New England"
1999,"New Hampshire","SHRIMPS, MANTIS **",1082.63,"N. New England"
1999,"New Hampshire","SHRIMPS, PENAEOID **",369049.49,"N. New England"
1999,"New Hampshire","SKATES, RAJIDAE (FAMILY) **",12669.08,"N. New England"
1999,"New Hampshire","SQUID, SHORTFIN ILLEX",2111.51,"N. New England"
1999,"New Hampshire","TILEFISHES **",41.94,"N. New England"
1999,"New Hampshire","TUNA, BLUEFIN",652913.65,"N. New England"
1999,"New Hampshire","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",6359.44,"N. New England"
1999,"New Hampshire","VERTEBRATES, JAWED",13768.74,"N. New England"
1999,"New Hampshire","WINDOWPANE",842.77,"N. New England"
1999,"New Hampshire","WOLFFISH, ATLANTIC",8107.9,"N. New England"
1999,"New Jersey","ALEWIFE",196.6,"Mid Atlantic"
1999,"New Jersey","AMBERJACKS **",17.04,"Mid Atlantic"
1999,"New Jersey","BARRACUDAS, SPHYRAENIDAE (FAMILY) **",7.86,"Mid Atlantic"
1999,"New Jersey","BASS, BLACK SEA",1023192.57,"Mid Atlantic"
1999,"New Jersey","BLUEFISH",608446.05,"Mid Atlantic"
1999,"New Jersey","BONITO, ATLANTIC",82224.49,"Mid Atlantic"
1999,"New Jersey","CARP, COMMON",1036.75,"Mid Atlantic"
1999,"New Jersey","CATFISHES-BULLHEADS, OTHER **",3495.6,"Mid Atlantic"
1999,"New Jersey","CLAM, QUAHOG, OCEAN",9389304.81,"Mid Atlantic"
1999,"New Jersey","CLAM, SURF, ATLANTIC",33254590.02,"Mid Atlantic"
1999,"New Jersey","CLAMS, QUAHOG, MERCENARIA **",9651165.2,"Mid Atlantic"
1999,"New Jersey","COBIA",3430.06,"Mid Atlantic"
1999,"New Jersey","COD, ATLANTIC",1090.49,"Mid Atlantic"
1999,"New Jersey","CONCHS, TRUE **",452669.86,"Mid Atlantic"
1999,"New Jersey","CRAB, ATLANTIC ROCK",69159.59,"Mid Atlantic"
1999,"New Jersey","CRAB, BLUE",6436312.52,"Mid Atlantic"
1999,"New Jersey","CRAB, HORSESHOE",208695.08,"Mid Atlantic"
1999,"New Jersey","CRAB, JONAH",16209.24,"Mid Atlantic"
1999,"New Jersey","CRABS, DECAPODA (ORDER) **",96.99,"Mid Atlantic"
1999,"New Jersey","CROAKER, ATLANTIC",541337.68,"Mid Atlantic"
1999,"New Jersey","CRUSTACEANS **",7713.38,"Mid Atlantic"
1999,"New Jersey","CUNNER",87.82,"Mid Atlantic"
1999,"New Jersey","CUSK",171.7,"Mid Atlantic"
1999,"New Jersey","DEALFISH",842.77,"Mid Atlantic"
1999,"New Jersey","DOLPHINFISH",163452.87,"Mid Atlantic"
1999,"New Jersey","DOLPHINFISH **",163452.87,"Mid Atlantic"
1999,"New Jersey","DORY, BUCKLER",2201.95,"Mid Atlantic"
1999,"New Jersey","DRUM, BLACK",33917.9,"Mid Atlantic"
1999,"New Jersey","DRUM, RED",149.42,"Mid Atlantic"
1999,"New Jersey","DRUMS **",112.72,"Mid Atlantic"
1999,"New Jersey","EEL, AMERICAN",186481.6,"Mid Atlantic"
1999,"New Jersey","EEL, CONGER",25924.03,"Mid Atlantic"
1999,"New Jersey","ESCOLAR",1114.08,"Mid Atlantic"
1999,"New Jersey","FLATFISHES **",418.11,"Mid Atlantic"
1999,"New Jersey","FLOUNDER, SUMMER",3981299.15,"Mid Atlantic"
1999,"New Jersey","FLOUNDER, WINTER",784389.75,"Mid Atlantic"
1999,"New Jersey","FLOUNDER, WITCH",19014.1,"Mid Atlantic"
1999,"New Jersey","FLOUNDER, YELLOWTAIL",379495.65,"Mid Atlantic"
1999,"New Jersey","GOOSEFISH",10199732.62,"Mid Atlantic"
1999,"New Jersey","GROUPER, SNOWY",5344.97,"Mid Atlantic"
1999,"New Jersey","GROUPERS, SERRANIDAE (FAMILY) **",935.83,"Mid Atlantic"
1999,"New Jersey","HAKE, RED",105519.29,"Mid Atlantic"
1999,"New Jersey","HAKE, SILVER",400031.46,"Mid Atlantic"
1999,"New Jersey","HAKE, WHITE",1086.56,"Mid Atlantic"
1999,"New Jersey","HARVESTFISHES **",314034.81,"Mid Atlantic"
1999,"New Jersey","HERRING, ATLANTIC",58035.81,"Mid Atlantic"
1999,"New Jersey","JACK, CREVALLE",305.39,"Mid Atlantic"
1999,"New Jersey","KINGFISHES **",3278.02,"Mid Atlantic"
1999,"New Jersey","LADYFISH",2.62,"Mid Atlantic"
1999,"New Jersey","LOBSTER, AMERICAN",4760513,"Mid Atlantic"
1999,"New Jersey","MACKEREL, ATLANTIC",2893221.14,"Mid Atlantic"
1999,"New Jersey","MACKEREL, CHUB",2627.92,"Mid Atlantic"
1999,"New Jersey","MACKEREL, FRIGATE",1301.51,"Mid Atlantic"
1999,"New Jersey","MACKEREL, KING AND CERO **",2762.92,"Mid Atlantic"
1999,"New Jersey","MACKEREL, SPANISH",25718.26,"Mid Atlantic"
1999,"New Jersey","MENHADENS **",3184024.06,"Mid Atlantic"
1999,"New Jersey","MUSSEL, SEA",11.8,"Mid Atlantic"
1999,"New Jersey","OPAH",1550.54,"Mid Atlantic"
1999,"New Jersey","OYSTER, EASTERN",2060017.56,"Mid Atlantic"
1999,"New Jersey","PERCH, WHITE",98216.16,"Mid Atlantic"
1999,"New Jersey","PIGFISH",197.91,"Mid Atlantic"
1999,"New Jersey","POLLOCK",58.98,"Mid Atlantic"
